Date,Value
2023-10-15,19.002 MDL
2023-10-15,19.2509 MDL
2023-10-15,18.75 MDL
2023-10-16,19.0289 MDL
2023-10-16,18.73 MDL
2023-10-16,19.058 MDL
2023-10-17,18.80 MDL
2023-10-17,19.0484 MDL
2023-10-17,19.133 MDL
2023-10-18,18.88 MDL
2023-10-18,19.1538 MDL
2023-10-18,19.061 MDL
2023-10-19,18.89 MDL
2023-10-19,19.1635 MDL
2023-10-19,19.214 MDL
2023-10-20,18.99 MDL
2023-10-20,19.2140 MDL
2023-10-20,19.336 MDL
2023-10-21,19.2140 MDL
2023-10-21,19.297 MDL
2023-10-21,19.05 MDL
