Date,Value
2023-10-01,19.15 MDL
2023-10-01,19.295 MDL
2023-10-01,19.1338 MDL
2023-10-02,19.02 MDL
2023-10-02,19.061 MDL
2023-10-02,19.3620 MDL
2023-10-03,18.83 MDL
2023-10-03,19.032 MDL
2023-10-03,19.2155 MDL
2023-10-04,18.79 MDL
2023-10-04,19.092 MDL
2023-10-04,19.0855 MDL
2023-10-05,19.185 MDL
2023-10-05,18.84 MDL
2023-10-05,19.1420 MDL
2023-10-06,19.1833 MDL
2023-10-06,19.238 MDL
2023-10-06,18.88 MDL
2023-10-07,19.226 MDL
2023-10-07,18.98 MDL
2023-10-07,19.1833 MDL
